﻿Réseau;Code Etablissement;Etablissement;Code agence;Agence;Adresse;Ville;Code postal;Emplacement;Horaires Automate;Typologie;Etat de fonctionnement;point_geographique
BP;10207;BP RIVES DE PARIS;194;FLANDRE/00194;109 - 115 AVENUE DE FLANDRE;PARIS;75019;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.889592, 2.375528
BP;10207;BP RIVES DE PARIS;203;LAMARCK/00203;68 AVENUE DE SAINT OUEN;PARIS;75018;SAS;TLJ {06:00-22:00};GAB;Disponible;48.891491, 2.327102
BP;10207;BP RIVES DE PARIS;204;JOURDAIN/00204;117 RUE DE BELLEVILLE;PARIS;75019;SAS;TLJ {06:00-22:00};GAB;Hors service;48.874754, 2.387627
BP;10207;BP RIVES DE PARIS;205;CLICHY LES ALLEES/00205;57 BOULEVARD DU GENERAL LECLERC;CLICHY;92110;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.902738, 2.313308
BP;10207;BP RIVES DE PARIS;206;PARAY-VIEILLE-POSTE/00206;11 PLACE HENRI BARBUSSE;PARAY VIEILLE POSTE;91550;SAS;TLJ {06:00-22:00};DVV;Disponible;48.71316, 2.362801
BP;10207;BP RIVES DE PARIS;210;MENNECY/00210;47 BOULEVARD CHARLES DE GAULLE;MENNECY;91540;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.564989, 2.43785
BP;10207;BP RIVES DE PARIS;210;MENNECY/00210;47 BOULEVARD CHARLES DE GAULLE;MENNECY;91540;SAS;TLJ {06:00-22:00};DVV;Disponible;48.564989, 2.43785
BP;10207;BP RIVES DE PARIS;215;VAUREAL/00215;115 117 BOULEVARD DE L OISE;VAUREAL;95490;SAS;TLJ {06:00-22:00};DVV;Disponible;49.029478, 2.022516
BP;10207;BP RIVES DE PARIS;217;LISSES/00217;25 RUE DE PARIS;LISSES;91090;SAS;TLJ {06:00-22:00};DVV;Disponible;48.598778, 2.424704
BP;10207;BP RIVES DE PARIS;220;FOSSES/00220;8 PLACE DE LA LIBERTE;FOSSES;95470;SAS;TLJ {06:00-22:00};GAB;Disponible;49.100442, 2.524662
BP;10207;BP RIVES DE PARIS;225;LOUIS BLANC/00225;223 RUE FAUBOURG ST MARTIN;PARIS;75010;SAS;TLJ {06:00-22:00};DVV;Disponible;48.881247, 2.365128
BP;10207;BP RIVES DE PARIS;225;LOUIS BLANC/00225;223 RUE FAUBOURG ST MARTIN;PARIS;75010;SAS;TLJ {06:00-22:00};GAB;Disponible;48.881247, 2.365128
BP;10207;BP RIVES DE PARIS;226;LAMORLAYE/00226;33 RUE DU GENERAL LECLERC;LAMORLAYE;60260;SAS;TLJ {06:00-22:00};DVV;Service dégradé;49.15533, 2.442005
BP;10207;BP RIVES DE PARIS;227;CONFLANS CHENNEVIERES/00227;217 AVENUE DU MARECHAL FOCH;CONFLANS STE HONORINE;78700;SAS;TLJ {06:00-22:00};DVV;Disponible;49.005806, 2.114953
BP;10207;BP RIVES DE PARIS;237;CORMEILLES-EN-PARISIS/00237;1 AVENUE FOCH -1 RUE BOELDIEU;CORMEILLES EN PARISIS;95240;SAS;TLJ {06:00-22:00};DVV;Disponible;48.968954, 2.193571
BP;10207;BP RIVES DE PARIS;313;LE PRE-ST-GERVAIS/00313;10 RUE D'ESTIENNE D'ORVES;LE PRE SAINT GERVAIS;93310;SAS;TLJ {06:00-22:00};GAB;Disponible;48.885597, 2.402853
BP;10207;BP RIVES DE PARIS;315;BONSERGENT/00315;18 PLACE BONSERGENT;PARIS;75010;SAS;TLJ {06:00-22:00};DVV;Disponible;48.871538, 2.360577
BP;10207;BP RIVES DE PARIS;315;BONSERGENT/00315;18 PLACE BONSERGENT;PARIS;75010;SAS;TLJ {06:00-22:00};CGE;Disponible;48.871538, 2.360577
BP;10207;BP RIVES DE PARIS;319;CITE DE LA MUSIQUE/00319;191 - 193 AVENUE JEAN JAURES;PARIS;75019;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.88825, 2.389765
BP;10207;BP RIVES DE PARIS;98;BAGNEUX CENTRE/00098;3 PLACE DE LA REPUBLIQUE;BAGNEUX;92220;SAS;TLJ {06:00-22:00};GAB;Disponible;48.796025, 2.30184
BP;10207;BP RIVES DE PARIS;98;BAGNEUX CENTRE/00098;3 PLACE DE LA REPUBLIQUE;BAGNEUX;92220;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.796025, 2.30184
BP;10207;BP RIVES DE PARIS;98;BAGNEUX CENTRE/00098;3 PLACE DE LA REPUBLIQUE;BAGNEUX;92220;SAS;TLJ {06:00-22:00};DVV;Disponible;48.796025, 2.30184
BP;10207;BP RIVES DE PARIS;10;MONTLHERY/00010;22 ROUTE D ORLEANS;MONTLHERY;91310;SAS;TLJ {06:00-22:00};GAB;Disponible;48.639639, 2.268218
BP;10207;BP RIVES DE PARIS;10;MONTLHERY/00010;22 ROUTE D ORLEANS;MONTLHERY;91310;SAS;TLJ {06:00-22:00};DVV;Disponible;48.639639, 2.268218
BP;10207;BP RIVES DE PARIS;13;ITALIE/00013;63 AVENUE D ITALIE;PARIS;75013;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.825941, 2.35764
BP;10207;BP RIVES DE PARIS;15;ANGERVILLE/00015;14 RUE NATIONALE;ANGERVILLE;91670;SAS;TLJ {06:00-22:00};DVV;Disponible;48.312552, 1.999208
BP;10207;BP RIVES DE PARIS;15;ANGERVILLE/00015;14 RUE NATIONALE;ANGERVILLE;91670;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.312552, 1.999208
BP;10207;BP RIVES DE PARIS;22;MONTPARNASSE/00022;31 BOULEVARD EDGARUE QUINET;PARIS;75014;SAS;TLJ {06:00-22:00};DVV;Disponible;48.841603, 2.322895
BP;10207;BP RIVES DE PARIS;22;MONTPARNASSE/00022;31 BOULEVARD EDGARUE QUINET;PARIS;75014;SAS;TLJ {06:00-22:00};GAB;Disponible;48.841603, 2.322895
BP;10207;BP RIVES DE PARIS;25;CLAMART/00025;172 AVENUE JEAN JAURES;CLAMART;92140;SAS;TLJ {06:00-22:00};DVV;Disponible;48.809519, 2.269193
BP;10207;BP RIVES DE PARIS;26;LONGJUMEAU/00026;12 RUE DE CHILLY;LONGJUMEAU;91160;SAS;TLJ {06:00-22:00};GAB;Disponible;48.697484, 2.296759
BP;10207;BP RIVES DE PARIS;28;BOISSY-ST-LEGER/00028;15 RUE DE LA FONTAINE;BOISSY ST LEGER;94470;SAS;TLJ {06:00-22:00};CGE;Disponible;48.749386, 2.508623
BP;10207;BP RIVES DE PARIS;28;BOISSY-ST-LEGER/00028;15 RUE DE LA FONTAINE;BOISSY ST LEGER;94470;SAS;TLJ {06:00-22:00};DVV;Hors service;48.749386, 2.508623
BP;10207;BP RIVES DE PARIS;30;CACHAN/00030;7 - 9 AVENUE ARISTIDE BRIAND;CACHAN;94230;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.800948, 2.323833
BP;10207;BP RIVES DE PARIS;30;CACHAN/00030;7 - 9 AVENUE ARISTIDE BRIAND;CACHAN;94230;SAS;TLJ {06:00-22:00};DVV;Disponible;48.800948, 2.323833
BP;10207;BP RIVES DE PARIS;32;RIS-ORANGIS/00032;40 AVENUE DE LA LIBERATION;RIS ORANGIS;91130;SAS;TLJ {06:00-22:00};GAB;Disponible;48.65159, 2.413772
BP;10207;BP RIVES DE PARIS;34;ANTONY-SUD/00034;197 AVENUE DE LA DIVISION-LECLERC;ANTONY;92160;SAS;TLJ {06:00-22:00};GAB;Disponible;48.739005, 2.302303
BP;10207;BP RIVES DE PARIS;34;ANTONY-SUD/00034;197 AVENUE DE LA DIVISION-LECLERC;ANTONY;92160;SAS;TLJ {06:00-22:00};DVV;Disponible;48.739005, 2.302303
BP;10207;BP RIVES DE PARIS;35;GRENELLE/00035;60 BOULEVARD DE GRENELLE;PARIS;75015;SAS;TLJ {06:00-22:00};DVV;Disponible;48.850415, 2.294356
BP;10207;BP RIVES DE PARIS;35;GRENELLE/00035;60 BOULEVARD DE GRENELLE;PARIS;75015;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.850415, 2.294356
BP;10207;BP RIVES DE PARIS;37;MAINE/00037;31 RUE MAURICE RIPOCHE;PARIS;75014;SAS;TLJ {06:00-22:00};GAB;Disponible;48.832792, 2.324424
BP;10207;BP RIVES DE PARIS;37;MAINE/00037;31 RUE MAURICE RIPOCHE;PARIS;75014;SAS;TLJ {06:00-22:00};DVV;Disponible;48.832792, 2.324424
BP;10207;BP RIVES DE PARIS;37;MAINE/00037;31 RUE MAURICE RIPOCHE;PARIS;75014;SAS;TLJ {06:00-22:00};CGE;Disponible;48.832792, 2.324424
BP;10207;BP RIVES DE PARIS;41;NOTRE-DAME/00041;54-56 BOULEVARD ST GERMAIN;PARIS;75005;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.850017, 2.349436
BP;10207;BP RIVES DE PARIS;43;ARAGO/00043;45 BOULEVARD ARAGO;PARIS;75013;SAS;TLJ {06:00-22:00};GAB;Disponible;48.834808, 2.345835
BP;10207;BP RIVES DE PARIS;45;BOURG-LA-REINE/00045;99 AVENUE DU GENERAL LECLERC;BOURG LA REINE;92340;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.779153, 2.315299
BP;10207;BP RIVES DE PARIS;48;DRAVEIL/00048;194 AVENUE HENRI BARBUSSE;DRAVEIL;91210;SAS;TLJ {06:00-22:00};GAB;Disponible;48.68392, 2.408507
BP;10207;BP RIVES DE PARIS;50;VERRIERES/00050;14 RUE DE PARON;VERRIERES LE BUISSON;91370;SAS;TLJ {06:00-22:00};DVV;Disponible;48.746945, 2.266359
BP;10207;BP RIVES DE PARIS;50;VERRIERES/00050;14 RUE DE PARON;VERRIERES LE BUISSON;91370;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.746945, 2.266359
BP;10207;BP RIVES DE PARIS;53;ST-CHERON/00053;2 RUE BOUILLON LAGRANGE;ST CHERON;91530;SAS;TLJ {06:00-22:00};GAB;Disponible;48.553793, 2.124056
BP;10207;BP RIVES DE PARIS;56;GOBELINS/00056;47 AVENUE DES GOBELINS;PARIS;75013;SAS;TLJ {06:00-22:00};DVV;Disponible;48.835168, 2.353301
BP;10207;BP RIVES DE PARIS;61;GENERAL LECLERC/00061;38 AVENUE DU GENERAL LECLERC;PARIS;75014;SAS;TLJ {06:00-22:00};GAB;Disponible;48.831312, 2.329597
BP;10207;BP RIVES DE PARIS;62;ETRECHY/00062;13 GRANDE-RUE;ETRECHY;91580;SAS;TLJ {06:00-22:00};DVV;Disponible;48.493554, 2.191953
BP;10207;BP RIVES DE PARIS;62;ETRECHY/00062;13 GRANDE-RUE;ETRECHY;91580;SAS;TLJ {06:00-22:00};CGE;Disponible;48.493554, 2.191953
BP;10207;BP RIVES DE PARIS;67;BRETIGNY/00067;15 RUE DE LA PAIX;BRETIGNY SUR ORGE;91220;SAS;TLJ {06:00-22:00};GAB;Disponible;48.608391, 2.305461
BP;10207;BP RIVES DE PARIS;67;BRETIGNY/00067;15 RUE DE LA PAIX;BRETIGNY SUR ORGE;91220;SAS;TLJ {06:00-22:00};DVV;Disponible;48.608391, 2.305461
BP;10207;BP RIVES DE PARIS;67;BRETIGNY/00067;15 RUE DE LA PAIX;BRETIGNY SUR ORGE;91220;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.608391, 2.305461
BP;10207;BP RIVES DE PARIS;71;SCEAUX/00071;8 PLACE DU GENERAL DE GAULLE;SCEAUX;92330;SAS;TLJ {06:00-22:00};CGE;Disponible;48.778219, 2.29043
BP;10207;BP RIVES DE PARIS;74;MONTGERON/00074;96-98 AVENUE DE LA REPUBLIQUE;MONTGERON;91230;SAS;TLJ {06:00-22:00};DVV;Disponible;48.705219, 2.458542
BP;10207;BP RIVES DE PARIS;78;FONTENAY-AUX-ROSES/00078;91 RUE BOUCICAUT;FONTENAY AUX ROSES;92260;SAS;TLJ {06:00-22:00};GAB;Disponible;48.792032, 2.285665
BP;10207;BP RIVES DE PARIS;78;FONTENAY-AUX-ROSES/00078;91 RUE BOUCICAUT;FONTENAY AUX ROSES;92260;SAS;TLJ {06:00-22:00};DVV;Disponible;48.792032, 2.285665
BP;10207;BP RIVES DE PARIS;82;ST MICHEL-SUR-ORGE/00082;28 RUE DE MONTLHERY;ST MICHEL SUR ORGE;91240;SAS;TLJ {06:00-22:00};GAB;Disponible;48.634273, 2.301813
BP;10207;BP RIVES DE PARIS;86;RUNGIS VILLE/00086;2 PLACE LOUIS XIII;RUNGIS;94150;SAS;TLJ {06:00-22:00};DVV;Disponible;48.75105, 2.345588
BP;10207;BP RIVES DE PARIS;86;RUNGIS VILLE/00086;2 PLACE LOUIS XIII;RUNGIS;94150;SAS;TLJ {06:00-22:00};CGE;Disponible;48.75105, 2.345588
BP;10207;BP RIVES DE PARIS;92;THIAIS/00092;11 PLACE DU MARCHE;THIAIS;94320;SAS;TLJ {06:00-22:00};GAB;Disponible;48.764978, 2.390588
BP;10207;BP RIVES DE PARIS;109;ALESIA/00109;113 RUE D'ALESIA;PARIS;75014;SAS;TLJ {06:00-22:00};DVV;Disponible;48.828706, 2.323988
BP;10207;BP RIVES DE PARIS;121;SOISY-SUR-SEINE/00121;9 RUE GALIGNANI;SOISY-SUR-SEINE;91450;SAS;TLJ {06:00-22:00};GAB;Disponible;48.646451, 2.451716
BP;10207;BP RIVES DE PARIS;121;SOISY-SUR-SEINE/00121;9 RUE GALIGNANI;SOISY-SUR-SEINE;91450;SAS;TLJ {06:00-22:00};DVV;Disponible;48.646451, 2.451716
BP;10207;BP RIVES DE PARIS;122;LE COUDRAY MONTCEAUX/00122;6 PLACE DE LA MAIRIE;LE COUDRAY MONTCEAUX;91830;SAS;TLJ {06:00-22:00};DVV;Disponible;48.565432, 2.485684
BP;10207;BP RIVES DE PARIS;128;LA VILLETTE/00128;5 AVENUE CORENTIN CARIOU;PARIS;75019;SAS;TLJ {06:00-22:00};DVV;Disponible;48.895021, 2.382243
BP;10207;BP RIVES DE PARIS;129;GRANDS-BOULEVARDS/00129;34 BOULEVARD BONNE NOUVELLE;PARIS;75010;SAS;TLJ {06:00-22:00};GAB;Disponible;48.870706, 2.349376
BP;10207;BP RIVES DE PARIS;129;GRANDS-BOULEVARDS/00129;34 BOULEVARD BONNE NOUVELLE;PARIS;75010;SAS;TLJ {06:00-22:00};DVV;Disponible;48.870706, 2.349376
BP;10207;BP RIVES DE PARIS;130;JEAN JAURES/00130;3 BIS AVENUE JEAN JAURES;PARIS;75019;SAS;TLJ {06:00-22:00};DVV;Disponible;48.883219, 2.371273
BP;10207;BP RIVES DE PARIS;132;MARCADET/00132;92 BOULEVARD BARBES;PARIS;75018;SAS;TLJ {06:00-22:00};DVV;Suspendu;48.891001, 2.349829
BP;10207;BP RIVES DE PARIS;132;MARCADET/00132;92 BOULEVARD BARBES;PARIS;75018;SAS;TLJ {06:00-22:00};GAB;Suspendu;48.891001, 2.349829
BP;10207;BP RIVES DE PARIS;132;MARCADET/00132;92 BOULEVARD BARBES;PARIS;75018;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.891001, 2.349829
BP;10207;BP RIVES DE PARIS;133;PLACE DES FETES/00133;5 RUE DE CRIMEE;PARIS;75019;SAS;TLJ {06:00-22:00};GAB;Disponible;48.877116, 2.39216
BP;10207;BP RIVES DE PARIS;135;ORDENER/00135;117 BIS RUE ORDENER;PARIS;75018;SAS;TLJ {06:00-22:00};CGE;Disponible;48.892604, 2.343076
BP;10207;BP RIVES DE PARIS;137;CLICHY/00137;21 BOULEVARD JEAN JAURES;CLICHY;92110;SAS;TLJ {06:00-22:00};DVV;Disponible;48.89812, 2.307629
BP;10207;BP RIVES DE PARIS;137;CLICHY/00137;21 BOULEVARD JEAN JAURES;CLICHY;92110;SAS;TLJ {06:00-22:00};GAB;Disponible;48.89812, 2.307629
BP;10207;BP RIVES DE PARIS;142;ARGENTEUIL/00142;57 AVENUE GABRIEL PERI;ARGENTEUIL;95100;SAS;TLJ {06:00-22:00};DVV;Disponible;48.945122, 2.24988
BP;10207;BP RIVES DE PARIS;144;PIERREFITTE/00144;7 RUE DE PARIS;PIERREFITTE;93380;SAS;TLJ {06:00-22:00};GAB;Disponible;48.963719, 2.359548
BP;10207;BP RIVES DE PARIS;147;PONTOISE/00147;2 RUE DE L HOTEL DIEU;PONTOISE;95300;SAS;TLJ {06:00-22:00};DVV;Service dégradé;49.048395, 2.100681
BP;10207;BP RIVES DE PARIS;148;PAVILLONS SOUS BOIS/00148;46 AVENUE VICTORUE HUGO;PAVILLONS SS BOIS;93320;SAS;TLJ {06:00-22:00};GAB;Disponible;48.908907, 2.515485
CE;17515;CE ILE-DE-FRANCE;622;ARGENTEUIL ORGEMONT/00622;ROUTE D ENGHIENCENTRE COMMERCIAL;ARGENTEUIL;95100;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};UDV;Disponible;48.957536, 2.2384
CE;17515;CE ILE-DE-FRANCE;622;ARGENTEUIL ORGEMONT/00622;ROUTE D ENGHIENCENTRE COMMERCIAL;ARGENTEUIL;95100;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};GDV;Disponible;48.957536, 2.2384
CE;14505;CE LOIRE-CENTRE;26332;LE BLANC/26332;6-8 RUE SAINT HONORE;LE BLANC;36300;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;46.632421, 1.062951
CE;17515;CE ILE-DE-FRANCE;401;MEAUX CENTRE/00401;18 QUAI VICTORUE HUGO;MEAUX;77100;SAS;TLJ {06:00-22:00};DVV;Disponible;48.958062, 2.878146
CE;17515;CE ILE-DE-FRANCE;401;MEAUX CENTRE/00401;18 QUAI VICTORUE HUGO;MEAUX;77100;SAS;TLJ {07:00-22:00};GDV;Disponible;48.958062, 2.878146
CE;17515;CE ILE-DE-FRANCE;403;CHELLES/00403;26 AVENUE DE LA RESISTANCE;CHELLES;77500;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.877343, 2.585576
CE;17515;CE ILE-DE-FRANCE;403;CHELLES/00403;26 AVENUE DE LA RESISTANCE;CHELLES;77500;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.877343, 2.585576
CE;17515;CE ILE-DE-FRANCE;403;CHELLES/00403;26 AVENUE DE LA RESISTANCE;CHELLES;77500;SAS;TLJ {06:00-22:00};GVV;Disponible;48.877343, 2.585576
CE;17515;CE ILE-DE-FRANCE;404;CLAYE SOUILLY/00404;64 RUE JEAN JAURES;CLAYE-SOUILLY;77410;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.945254, 2.686491
CE;14505;CE LOIRE-CENTRE;13529;COURVILLE SUR EURE/13529;1 RUE DU DOCTEURUE BACON;COURVILLE-SUR-EURE;28190;Dans la rue;TLJ {00:00-23:59};GDV;Service dégradé;48.449272, 1.239947
CE;17515;CE ILE-DE-FRANCE;408;ESBLY/00408;86 RUE DU GENERAL LECLERC;ESBLY;77450;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};UDV;Disponible;48.900951, 2.81191
CE;17515;CE ILE-DE-FRANCE;408;ESBLY/00408;86 RUE DU GENERAL LECLERC;ESBLY;77450;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 14:45-18:30} Sam {09:00-13:00 13:45-16:15};GDV;Disponible;48.900951, 2.81191
CE;14505;CE LOIRE-CENTRE;13571;LA LOUPE/13571;4 PLACE DE L'HOTEL DE VILLE;LA LOUPE;28240;Dans la rue;TLJ {00:00-23:59};GDV;Disponible;48.471925, 1.014654
CE;17515;CE ILE-DE-FRANCE;409;LA FERTE SOUS JOUARRE/00409;58 RUE DE CHAMIGNY;LA FERTE-SOUS-JOUARRE;77260;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.950419, 3.129667
CE;17515;CE ILE-DE-FRANCE;409;LA FERTE SOUS JOUARRE/00409;58 RUE DE CHAMIGNY;LA FERTE-SOUS-JOUARRE;77260;SAS;TLJ {06:00-22:00};GDV;Disponible;48.950419, 3.129667
CE;17515;CE ILE-DE-FRANCE;409;LA FERTE SOUS JOUARRE/00409;58 RUE DE CHAMIGNY;LA FERTE-SOUS-JOUARRE;77260;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.950419, 3.129667
CE;17515;CE ILE-DE-FRANCE;412;NOISIEL LE LUZARD/00412;23 COURS DES ROCHES;NOISIEL;77186;SAS;TLJ {06:00-22:00};GDV;Disponible;48.845621, 2.614781
CE;17515;CE ILE-DE-FRANCE;414;LOGNES/00414;13 ESPLANADE DES DROITS DE L HOMME;LOGNES;77185;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.838621, 2.632195
CE;17515;CE ILE-DE-FRANCE;420;COULOMMIERS/00420;5 COURS GAMBETTA;COULOMMIERS;77120;SAS;TLJ {06:00-22:00};GDV;Disponible;48.814231, 3.08552
CE;17515;CE ILE-DE-FRANCE;422;REBAIS/00422;6 RUE DU DOCTEURUE FARNY;REBAIS;77510;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Disponible;48.846829, 3.232857
CE;17515;CE ILE-DE-FRANCE;423;ROSAY EN BRIE/00423;6 RUE DE GIRONDE;ROZAY-EN-BRIE;77540;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.684022, 2.958959
CE;17515;CE ILE-DE-FRANCE;423;ROSAY EN BRIE/00423;6 RUE DE GIRONDE;ROZAY-EN-BRIE;77540;Interne;Mer et Ven {09:00-12:30 13:45-17:00} Sam {09:00-12:30 13:30-16:30};GDV;Disponible;48.684022, 2.958959
CE;17515;CE ILE-DE-FRANCE;428;FONTENAY TRESIGNY/00428;27 AVENUE DU GENERAL DE GAULLE;FONTENAY-TRESIGNY;77610;SAS;TLJ {07:00-22:00};GDV;Disponible;48.706743, 2.86823
CE;17515;CE ILE-DE-FRANCE;429;TORCY/00429;23 PROMENADE DU BELVEDERE;TORCY;77200;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};UDV;Hors service;48.840367, 2.653445
CE;17515;CE ILE-DE-FRANCE;429;TORCY/00429;23 PROMENADE DU BELVEDERE;TORCY;77200;SAS;TLJ {07:00-22:00};GDV;Disponible;48.840367, 2.653445
CE;17515;CE ILE-DE-FRANCE;505;CONFLANS CENTRE/00505;PLACE DE LA MAIRIE;CONFLANS-SAINTE-HONORINE;78700;SAS;TLJ {06:00-22:00};GVV;Disponible;48.992115, 2.110773
CE;17515;CE ILE-DE-FRANCE;506;MAISONS LAFFITTE/00506;3 AVENUE DU GENERAL DE GAULLE;MAISONS-LAFFITTE;78600;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:45 13:45-17:30} Sam {09:00-13:00};CAR;Disponible;48.945302, 2.143961
CE;17515;CE ILE-DE-FRANCE;506;MAISONS LAFFITTE/00506;3 AVENUE DU GENERAL DE GAULLE;MAISONS-LAFFITTE;78600;SAS;TLJ {07:00-22:00};GVV;Disponible;48.945302, 2.143961
CE;17515;CE ILE-DE-FRANCE;507;AUVERS SUR OISE/00507;PLACE DE LA MAIRIE;AUVERS-SUR-OISE;95430;Dans la rue;TLJ {00:00-23:59};GDV;Service dégradé;49.070308, 2.172219
CE;17515;CE ILE-DE-FRANCE;508;BEAUMONT SUR OISE/00508;2B RUE NATIONALE;BEAUMONT-SUR-OISE;95260;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;49.143644, 2.284607
CE;17515;CE ILE-DE-FRANCE;508;BEAUMONT SUR OISE/00508;2B RUE NATIONALE;BEAUMONT-SUR-OISE;95260;Interne;Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45};UDV;Disponible;49.143644, 2.284607
CE;17515;CE ILE-DE-FRANCE;514;MAULE/00514;25 PLACE DU GENERAL DE GAULLE;MAULE;78580;Interne;Mar et Mer et Ven {09:15-12:45 13:45-17:30} Jeu {09:15-12:30 14:45-18:30} Sam {09:00-13:00 13:45-16:15};GDV;Disponible;48.910182, 1.849175
CE;17515;CE ILE-DE-FRANCE;518;ANDRESY/00518;22 BOULEVARD NOEL MARC;ANDRESY;78570;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.979767, 2.05913
CE;17515;CE ILE-DE-FRANCE;526;ERMONT CENTRE/00526;5 RUE DU 18 JUIN;ERMONT;95120;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.989257, 2.258258
CE;17515;CE ILE-DE-FRANCE;528;FRANCONVILLE MAIRIE/00528;1 ALLEE HECTORUE BERLIOZ;FRANCONVILLE;95130;Interne;Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45};UDV;Disponible;48.98574, 2.230154
CE;17515;CE ILE-DE-FRANCE;534;GARGES LES GONESSE/00534;CENTRE COMMERCIALARC EN CIEL;GARGES-LES-GONESSE;95140;Dans la rue;TLJ {00:00-23:59};GAB;Disponible;48.970928, 2.400511
CE;17515;CE ILE-DE-FRANCE;536;GONESSE/00536;69 ET 71 RUE DE PARIS;GONESSE;95500;Interne;Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45};GVV;Disponible;48.986467, 2.449469
CE;17515;CE ILE-DE-FRANCE;536;GONESSE/00536;69 ET 71 RUE DE PARIS;GONESSE;95500;Interne;Mar et Jeu {09:15-12:45 15:00-18:45} Mer et Ven {09:15-16:15} Sam {08:30-12:45};UDV;Disponible;48.986467, 2.449469
CE;17515;CE ILE-DE-FRANCE;538;GOUSSAINVILLE/00538;16 BOULEVARD ROGERUE SALENGRO;GOUSSAINVILLE;95190;Interne;Mar et Jeu {09:15-13:00 15:00-19:00} Mer et Ven {09:15-16:30} Sam {08:30-13:00};UDV;Disponible;49.032259, 2.474043
CE;17515;CE ILE-DE-FRANCE;538;GOUSSAINVILLE/00538;16 BOULEVARD ROGERUE SALENGRO;GOUSSAINVILLE;95190;Interne;Mar et Jeu {09:15-13:00 15:00-19:00} Mer et Ven {09:15-16:30} Sam {08:30-13:00};GVV;Disponible;49.032259, 2.474043
CE;17515;CE ILE-DE-FRANCE;538;GOUSSAINVILLE/00538;16 BOULEVARD ROGERUE SALENGRO;GOUSSAINVILLE;95190;Interne;Mar et Jeu {09:15-13:00 15:00-19:00} Mer et Ven {09:15-16:30} Sam {08:30-13:00};GAB;Disponible;49.032259, 2.474043
CE;17515;CE ILE-DE-FRANCE;538;GOUSSAINVILLE/00538;16 BOULEVARD ROGERUE SALENGRO;GOUSSAINVILLE;95190;Dans la rue;TLJ {00:00-23:59};GAB;Hors service;49.032259, 2.474043
CE;14505;CE LOIRE-CENTRE;18624;CHATEAUNEUF SUR LOIRE/18624;PLACE DE LA LIBERTE;CHATEAUNEUF-SUR-LOIRE;45110;Interne;Mar et Mer et Ven {09:00-12:30 14:00-18:00} Jeu {09:00-12:30 15:00-18:00} Sam {08:45-13:00};GAB;Disponible;47.866288, 2.219481
